sno,gmaps_place_id,gmaps_name,gmaps_formatted_address,gmaps_latitude,gmaps_longitude,gmaps_opening_hours_weekday_text,gmaps_website,gmaps_phone,gmaps_rating,gmaps_user_ratings_total,gmaps_types,gmaps_business_status,gmaps_editorial_summary,gmaps_url,gmaps_directions_url,gmaps_plus_code_global,gmaps_plus_code_compound,gmaps_utc_offset_minutes,gmaps_photo_reference_1,gmaps_addr_country,gmaps_addr_postal_code,gmaps_addr_postal_town,gmaps_addr_admin_area_level_1,gmaps_addr_admin_area_level_2,postcode_norm,gmaps_postcode_norm,likely_match,description_short,Description,city,region,local_authority,service_area,age_range,conditions_supported,specific_services,physical_access,organization_type,status,last_verified
219,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
220,ChIJpTjkL6UQdkgR6yWbDq1Dm4Y,Resources for Autism,"858 Finchley Rd, London NW11 6AB, UK",51.586529,-0.1995574,Monday: 9:00?AM?–?5:30?PM; Tuesday: 9:00?AM?–?5:30?PM; Wednesday: 9:00?AM?–?5:30?PM; Thursday: 9:00?AM?–?5:30?PM; Friday: 9:00?AM?–?5:30?PM; Saturday: Closed; Sunday: Closed,http://www.resourcesforautism.org.uk/,+44 20 8458 3259,4.6,46,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=9699420633025947115,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJpTjkL6UQdkgR6yWbDq1Dm4Y,9C3XHRP2+J5,"HRP2+J5 London, UK",,AciIO2ePo07oVrunLgc3hzXOIZ2U85vJznULvr3Z6PZ62RjX_Ebx1Z9rICs43YkOhcaLZ5qdFd00IvXvIAOkDDj7pmee7_biZ5eUsK8gKG_ES2orfL7Jo6I0tkkzQyxJy5HNToi-zXaJpPnwpLBTbzOAjXfb-aqKE_WMDmkXCTfbeoUuj6lBcSUA_ZnDw-LWBZ1DKFM95D6O-oV0-8xiFEsqy257fBVwHu45VlbFLuZTzCNgxWJzsf6NtXJ9xNtrAGAR4NwIxk-wgHTx0zX-7iS2lpYgBYpSnVO6YHVx3uXbyVHHwMNkHYk6jvp3MPiRTZUCYV1D24-x_ibOMd3Q91vti1f73SxxA2zWm1ijTKTA3QhCYpPOneAGlxPCoMTDX__SVlwY-4J2GvaNOnnMZNOiE6slHMzIDp6w1548Pja6D3Zas0QG,United Kingdom,NW11 6AB,London,England,Greater London,,NW11 6AB,0,,,,,,,,,,,,,
221,ChIJl8pM1OEddkgR9DfVmVnuqGU,Neurodiversity Unravelled,"Edinburgh House, 19 Nassau St, London W1W 7AF, UK",51.51880629999999,-0.1391247,Monday: 9:00?AM?–?5:00?PM; Tuesday: 9:00?AM?–?5:00?PM; Wednesday: 9:00?AM?–?5:00?PM; Thursday: 9:00?AM?–?5:00?PM; Friday: 9:00?AM?–?5:00?PM; Saturday: Closed; Sunday: Closed,http://www.neurodiversityunravelled.com/,+44 7548 835061,5,43,"establishment,health,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=7325366862518499316,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJl8pM1OEddkgR9DfVmVnuqGU,9C3XGV96+G9,"GV96+G9 London, UK",,AciIO2eg3XuYM23h70nX7kh1gSylk5l4zaz6zmOeEAAr7NhlTUmMltG6kx6zl-71RvszgH6M4mS8j14SOqGwA0NySfL1U38RIuLdZuKzPakp-HouhI2EozigkJl3W7OhoepFdmHXGWDVro1cq0HRS9mr06I3XsYrI3D1p0aFgAOFTs6sfgu-3cUD1w8M8FjofQg2pJuFI74EDpU-C2hifAU8KbjVDT8KPJHpHPtzTXm4pBkwU-wb7ukTIua-HLlKIBjzBTDzerV1NktAU3FjUcFXLE8DE3yUplzVw0aE2z7-cg6dgg,United Kingdom,W1W 7AF,London,England,Greater London,,W1W 7AF,0,,,,,,,,,,,,,
222,ChIJW4RZObYadkgR2uBEcxWGam8,The ADHD Centre London,"85 Wimpole St, London W1G 9RJ, UK",51.5168632,-0.1478876,Monday: 8:30?AM?–?8:00?PM; Tuesday: 8:30?AM?–?6:00?PM; Wednesday: 8:30?AM?–?8:00?PM; Thursday: 8:30?AM?–?8:00?PM; Friday: 8:30?AM?–?6:00?PM; Saturday: 8:30?AM?–?6:00?PM; Sunday: Closed,https://www.adhdcentre.co.uk/,+44 800 061 4276,4.2,200,"establishment,health,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=8028376712427659482,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJW4RZObYadkgR2uBEcxWGam8,9C3XGV82+PR,"GV82+PR London, UK",,AciIO2f9oB0SOQzkdqulR8UAAWsBHha6n43pNW0CTKdYYGUSi7NvXWp74hdMan8E20IrMiXknCv7qz9FRX04d7iRm-s6G50MXZOoVKopN5vLQVzx6eKdOVa72ao6vcK13hC6MIIUPCwKGt0asZULv91BXOchtExnqQd-eF1MVIR45QEQse1MKgf5445S32hLoB-oJ_-PA5HWCyeP_KYyXoIVShibjk9IvJ9xt4JRVFCsDqxIFBp8BTRTEn5ZDfX18dwBOBJteiTtTxgB2Xjf5_dZpp-R53mJqit-aeQ51JFXIk08JQ,United Kingdom,W1G 9RJ,London,England,Greater London,W1F 7TH,W1G 9RJ,0,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
224,ChIJ5z5_Bz0bdkgRXYvz8xYkC4s,Camden Learning,"11th Floor, 5 Pancras Sq, London N1C 4AG, UK",51.5336551,-0.1266587,Monday: 8:30?AM?–?5:30?PM; Tuesday: 8:30?AM?–?5:30?PM; Wednesday: 8:30?AM?–?5:30?PM; Thursday: 8:30?AM?–?5:30?PM; Friday: 8:30?AM?–?5:30?PM; Saturday: Closed; Sunday: Closed,http://www.camdenlearning.org.uk/,+44 20 7974 1122,5,1,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=10019141477016505181,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ5z5_Bz0bdkgRXYvz8xYkC4s,9C3XGVMF+F8,"GVMF+F8 London, UK",,AciIO2dVLF3KSvjOujUpVGcCQLkrk9jEkI5R8QIMIutHVIMshd7uj6SxFK3b1hBhq6vMzMem9fY1NEPZjCVO-NJexu5XC3oH6KpUAnthQKK7HXqI7RkTDPW6gR3bYrY76UkcuII-Yyax91LgLXkxIGqtP0jJVXm6hIHf9Klk41Vriae-yoIV3VdM78T7QfNTS6Y8qrhewFD6rscwwegFv_grxY5wiMZh2A9SNFTSJ1R6BtQlctBbwkTUjKBk09NcCVUPj30AULkmzEpJLfiSIYRg0kRiC4V1MFgO-laK7lDVuu7nCA,United Kingdom,N1C 4AG,London,England,Greater London,WC1H 9JE,N1C 4AG,0,,,,,,,,,,,,,
225,ChIJke4u_IgNdkgRcVazXnMr1Oo,Ealing Assessment Centre,"68 Uxbridge Rd, London W13 8RA, UK",51.51194659999999,-0.3141947,,,+44 20 8258 3192,1,1,"doctor,establishment,health,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=16921197474447840881,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJke4u_IgNdkgRcVazXnMr1Oo,9C3XGM6P+Q8,"GM6P+Q8 London, UK",,,United Kingdom,W13 8RA,London,England,Greater London,,W13 8RA,1,,,,,,,,,,,,,
226,ChIJ2SixAGMddkgRefL9KZoR720,Access to Work Ltd.,"128 City Rd, London EC1V 2NX, UK",51.5272357,-0.0886604,Monday: 8:00?AM?–?9:00?PM; Tuesday: 8:00?AM?–?9:00?PM; Wednesday: 8:00?AM?–?9:00?PM; Thursday: 8:00?AM?–?9:00?PM; Friday: 8:00?AM?–?9:00?PM; Saturday: 10:00?AM?–?6:00?PM; Sunday: 10:00?AM?–?6:00?PM,https://www.accesstowork.uk/,+44 7756 774814,,,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=7921569623395136121,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ2SixAGMddkgRefL9KZoR720,9C3XGWG6+VG,"GWG6+VG London, UK",,AciIO2ccO-9D5KEKw0jqjaqkD13POpuloAb45_qu3DdfIX4qRdENnjGee_N4QUXpbvhV52w82K3mlCs-eBBBgY8yZZGoXVgHLBGnAwv7P0m8r4NCv3oUx1Iie7yl00gsHjTYZdHSbog3l-9Bxa97b7M76aAuVmXiWUFSYISCWHDrqysm086an9eAb0cWCIOdyvKEWUbizVCCAmqyRO2Epv0OzhHKWyWgjTuPoN2hxgTKYl_RGTh3KEYWgeKZPyw_iol1ZAjS1hfkghHsaASUpM89XhTD_Qe1Jml0da41eiKOkvWkzg,United Kingdom,EC1V 2NX,London,England,Greater London,,EC1V 2NX,1,,,,,,,,,,,,,
227,ChIJeWak1g8QdkgRTn35TsTYEus,Pursuing Independent Paths,"Ground Floor, Network Hub, 306 Kensal Rd, London W10 5BE, UK",51.5265204,-0.2113552,Monday: 9:00?AM?–?5:00?PM; Tuesday: 9:00?AM?–?8:00?PM; Wednesday: 9:00?AM?–?8:00?AM; Thursday: 9:00?AM?–?5:00?PM; Friday: 9:00?AM?–?5:00?PM; Saturday: Closed; Sunday: Closed,http://www.piponline.org.uk/,+44 20 8960 4004,4.4,8,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=16938839486144019790,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJeWak1g8QdkgRTn35TsTYEus,9C3XGQGQ+JF,"GQGQ+JF London, UK",,,United Kingdom,W10 5BE,London,England,Greater London,,W10 5BE,0,,,,,,,,,,,,,
228,ChIJ3WI7e04bdkgRNU8XRgruhA0,universalcreditinfo,"4th Floor, No 524965032, 18 St Cross St, London EC1N 8UN, UK",51.52081070000001,-0.1081511,,http://universalcreditinfo.net/,,5,1,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=974165147311886133,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ3WI7e04bdkgRNU8XRgruhA0,9C3XGVCR+8P,"GVCR+8P London, UK",,,United Kingdom,EC1N 8UN,London,England,Greater London,,EC1N 8UN,0,,,,,,,,,,,,,
229,ChIJhd4IxXkTdkgRJVljSc2nc1s,Citizens Advice Harrow,"4 Gayton Rd, Harrow HA1 2FB, UK",51.5792778,-0.3328760000000001,Monday: 9:30?AM?–?4:30?PM; Tuesday: 9:30?AM?–?4:30?PM; Wednesday: 9:30?AM?–?4:30?PM; Thursday: 9:30?AM?–?4:30?PM; Friday: 9:30?AM?–?4:30?PM; Saturday: Closed; Sunday: Closed,https://www.citizensadviceharrow.org.uk/,+44 808 250 5705,3.5,109,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=6589795179914549541,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJhd4IxXkTdkgRJVljSc2nc1s,9C3XHMH8+PR,"HMH8+PR Harrow, UK",,AciIO2fJ09QchQD63JSAWlVXuIEIedYoOisJoS274Yzd2V23Or3lnX8P5k1t3rrnxwwdOPC2obm08fR5pGDkRY50Gq5x0evlLxeIj8OvEJa88E0PDkieyhQ1T2N3mOgrpgvm6W_YMe7ODVdsV2xKzPqBJX2lhcHBNo61QxaT78Dfw3Ey-X19bNjsFcKeLKsF-6LPGKiCHC6rMQ5dlvrjq5W3PIm287A1IdDjqwY1QwIEKcSgHX3sx0FJ6qKpVmmQytHmxTlLCCSlwztMGwT7sFfld1CmeliM5udd03ZWq8Qq_SXirsULlwJZGpDAovR0MLvOr4eIdG3LmeGNOynLO7NuADkaK0ojPZFiKN2rS0kO5aqOvo9AnobjoUqCltKtPqQmSgK5wdMas5-GLfFN-TAstPpg-DyxpetOM8ES5Hed9tM0n9cm,United Kingdom,HA1 2FB,Harrow,England,Greater London,,HA1 2FB,1,,,,,,,,,,,,,
230,ChIJ5ftuoOENdkgRoFAceoQGK3E,Mahaba cafe,"Singapore Rd, London W13 0EP, UK",51.5108124,-0.3263003,Monday: 8:00?AM?–?4:00?PM; Tuesday: 8:00?AM?–?4:00?PM; Wednesday: 8:00?AM?–?4:00?PM; Thursday: 8:00?AM?–?4:00?PM; Friday: 8:00?AM?–?4:00?PM; Saturday: Closed; Sunday: Closed,https://mahabacafe.org/,,5,12,"cafe,establishment,food,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=8154618716338540704,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ5ftuoOENdkgRoFAceoQGK3E,9C3XGM6F+8F,"GM6F+8F London, UK",,AciIO2d00nNKO83NKmLsQWkksVUxOFESF0_UPq5GuyrIIoe2TP_tG_NSVvIq8JfMG3Ksd58V0brghVPd6XYzqjmVJWsbaXkESfwRoOWorHhq3u5SawByjpjw7_qsdvBrEEaVJEMObx49Wfqp4biHe66qR0Hwd0QPztkxGmY8q6dF9MLU4ERb7rNlu4Xu9tPpFtL-9u9vhbEL6tpUNAc1AkFP6dbp-LxtHgbMH2PJgvyjYNUKXzrX8Ui1hwtApBPEkZWKRnaVecQBEovIy-LVYlaSdhKNHQCq3Vex-JzVB1t4jYw92Q,United Kingdom,W13 0EP,London,England,Greater London,W5 2RS,W13 0EP,0,,,,,,,,,,,,,
231,ChIJjQXGLvm32EcRbk7sgmZNC2c,Grays Park Cafe,"Grays RM17 6QZ, UK",51.4787879,0.3281817,,https://www.graystownpark.org/,,4.5,8,"cafe,establishment,food,point_of_interest,store",OPERATIONAL,,https://maps.google.com/?cid=7425113513328922222,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJjQXGLvm32EcRbk7sgmZNC2c,9F32F8HH+G7,"F8HH+G7 Grays, UK",,AciIO2f1ZtXteTsfbKdonWn4gN0Z9SM4Uj1K5ErdmznJNkz_ihDU2EweOjmU3ogneX9ycJmf1Py6C91HYm8Nkw-ZavZWUWjqgATgiUc2-ynHSWsybvbqpZB6crzANbjGf3f6enlDEQxpxWmYffSPSElVDeG8jTT9PGtlbbdD7qG8siguLxsCVBN7uzi4Y480OmLovmLQWDplybxXuj7E3rwEj7b_1RtFyThiCH2A8u7ANddiUPF_SWEzia8rk2VCaU74QZ0f4nvuxvA-N5GFmPl5xT9jdXK0CCGu6P9nMb2YjfkDA2AO0UK1nHVq5Ku2ZKGwZYzop70xgmRQjqFYSYIh7VI-cf2atDF0wnTvBbj5QRri8vSXGG0TK2b7-9BtwLNCsiiAjSxzxW6s33Iyfa0SUoxlYOp_VBRcjFREjNgHEiyO9J0,United Kingdom,RM17 6QZ,Grays,England,Thurrock,RM17 6DR,RM17 6QZ,0,,,,,,,,,,,,,
232,ChIJIUsOD6gcdkgRAQQv-wy24Ew,Vibast Community Centre,"167 Old St, London EC1V 9NH, UK",51.5255622,-0.09105629999999999,Monday: 9:00?AM?–?5:00?PM; Tuesday: 9:00?AM?–?5:00?PM; Wednesday: 9:00?AM?–?5:00?PM; Thursday: 9:00?AM?–?5:00?PM; Friday: 9:00?AM?–?5:00?PM; Saturday: Closed; Sunday: Closed,https://www.islington.gov.uk/advice/voluntary-and-community-sector/community-centres-in-islington/vibast-community-centre,+44 20 7527 4605,4.6,51,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=5539627708535735297,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJIUsOD6gcdkgRAQQv-wy24Ew,9C3XGWG5+6H,"GWG5+6H London, UK",,AciIO2cdjwkBf4nDypOoQgZ8xTtaCok9rH19qvK-gKpZ_WamtFavfyjfzZ6qzaeaC3mI8eH_tZwkf7s9AHxQDAw7lO09HHA-yAuNJm-j1WKN3PgK0Mz0G-r3veoIPR8oBk42HlHufpBFSppJndkHxQOvkFcHoxf_-DYR1XuPOabBBQcL4uqFqsay02iSQNoy52Qae5DjV9J4si5j3axiLMO2Aa7tPurExzEkCCWiJpYn04Fb5Ug9L70_YZZ2T6lApczSk2_lPc-dCX13hxyuMQQ3yRr64ENLHRcB-3vN1ip75oR2Qj-_mti8iRC7ejdkVwQW5wqpG4Db4izuJfAKWgvi1u5Vpfx1_KstNhF2kCoBZSZr8zXYn66k2uhc6B70CoiAAAnqSj299rj5gPcpfJHcsKbRkyOlADNRqs0Ntxhd__3AwErQ,United Kingdom,EC1V 9NH,London,England,Greater London,EC1V 9NH,EC1V 9NH,1,,,,,,,,,,,,,
233,ChIJzTqb0hoZdkgRifYRZdfe8q0,The Southgate Club,"17 Chase Side, London N14 5BP, UK",51.63266369999999,-0.1289429,Monday: 5:00?–?11:00?PM; Tuesday: 5:00?–?11:00?PM; Wednesday: 5:00?–?11:00?PM; Thursday: 5:00?–?11:00?PM; Friday: 3:00?PM?–?12:30?AM; Saturday: 12:00?PM?–?12:30?AM; Sunday: 12:00?–?8:00?PM,http://southgateclub.com/,+44 20 8886 1617,4.5,124,"bar,establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=12534325729620522633,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJzTqb0hoZdkgRifYRZdfe8q0,9C3XJVMC+3C,"JVMC+3C London, UK",,AciIO2fV77CakdcjqEdunjIgnT7MASU6vXEJBoR30dx4D89y9JC6LpnVpjgf_BOIKOWoRJA-YxA56E6DTULyQbs_PFxgqqmAS6QwgVscEimpO_WctzHUIIdRFkyYSqiguXrS7jWDOALKDp70W280ABbuqqvYdvMKLGp1TsNnf9rqMh9EceeGWfioABjQ_da8tm8O4Pepk73PQitRdRRGvN1VXrdQEIm4pyYBYjqEeWKX6N3bhC5wVMe8tqGQV1agDxSE-hWe_OVaggwsvMqUHIm-QEAw-HCp5qNdYdDuCaWAl3XOvEb2vniPVDTtiI8q7cIDklV9smFNpFwipYp2TMSVVKp6Q-xJtfUOGh86pqGHGiI-ksKJZk3hCr4RHBpBxg-SixdN1PMh79lUuhPiW-b9Qqmc5WWAt0-V-mwAWKSC7ah3_ABZ,United Kingdom,N14 5BP,London,England,Greater London,N14 5PP,N14 5BP,0,,,,,,,,,,,,,
234,ChIJAbbtCTan2EcR9_83AVHlOsE,Soul Stop Cafe,"154 George Ln, London E18 1AY, UK",51.5936485,0.0249809,Monday: 7:00?AM?–?4:00?PM; Tuesday: 7:00?AM?–?4:00?PM; Wednesday: 7:00?AM?–?4:00?PM; Thursday: 7:00?AM?–?4:00?PM; Friday: 7:00?AM?–?4:00?PM; Saturday: 7:00?AM?–?4:00?PM; Sunday: 8:00?AM?–?4:00?PM,https://ukmaplocation.org/business/soul-stop-cafe-c0q5mw,+44 20 8214 2715,4.4,345,"cafe,establishment,food,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=13923693334044868599,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJAbbtCTan2EcR9_83AVHlOsE,9F32H2VF+FX,"H2VF+FX London, UK",,AciIO2f50VC_bZV2RU3cFevxKlN78Qh6JTnKggRoV6hKWi9ONRKV0tzwpKyxNB9BTgYR7jdBOJuHN-pkhOnh0o9s0euC2JQt-rLwQdYZ-TdroeYhYd6KP9zhgiJ5qSiX-FYId6K3ZIsdzWK0x8iiavWpOFIC_MCvRjUNrxdOO5qc-9ZRLppLLXE7NS6p-ZawOgKFur0qHwe-tevZofw6lra4ViO2wPNJZW68d4Gku60sEUn-Z8ItGwYdkzOoXtHiDAsi1RU0EUWYsyHk1_2B7Ha4SmUGSmMeARKjy56STCrdgvtWw_dqKCLlCi784M5TJMJyc7LsZ2m7vWMwon-8yiQkJzLR6Y4RhdIO-nQ7Z-wqEjR71-QCkK9xIw_8OrX65OpK6Jyfa6howGVS7sJqIbcwj7LXqoHno0NA8RuyL2cp5dmETjG-,United Kingdom,E18 1AY,London,England,Greater London,E18 2PA,E18 1AY,0,,,,,,,,,,,,,
235,ChIJZYiKvzOu2EcRXeWkTOBI8o8,Bexley SNAP,"Fairford Ave, Bexleyheath DA7 6QP, UK",51.46890730000001,0.1716776,Monday: 9:30?AM?–?4:30?PM; Tuesday: 9:30?AM?–?4:30?PM; Wednesday: 9:30?AM?–?4:30?PM; Thursday: 9:30?AM?–?4:30?PM; Friday: 9:30?AM?–?4:30?PM; Saturday: 9:00?AM?–?4:00?PM; Sunday: Closed,http://bexleysnap.org.uk/,+44 1322 334192,4.9,9,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=10372433019983422813,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJZYiKvzOu2EcRXeWkTOBI8o8,9F32F59C+HM,"F59C+HM Bexleyheath, UK",,AciIO2e2pzCgViTO_ZpwR7Lde-kQ76Irg4O93gd_2f3kHLjXJ1zYuc8b4rLHrWQy4pGAIxW9fxdmqWRvm7ao6tFHx31zK_ikaKuEpdoJz_H-MnYNk2zV8UHkG-bSCYYLniDXV3uRMhnGUmSOKUJSIPxYII-wW4zMOyzLrJoeRfhi9-2GZzZ8kiEdszZJir3tbstjXyyuZo0oga0f3rtqhWBmbYP6IvYzKuF5-0--SS5gYDV5wbXDm6EjuM8fWbMjeLWgQNC8BqSxJhMd3138keeGIVrCG3RY5AqhKtXPX4XiugfuRcHaO6By76frtcAdRGZHg5rO7L_BiAybUCPoruiuxmQofaDxuGb7xRiRpeBghna3ssFjwhDAnwpM-cuyddgA6S0iOwMknTb8pKDj1E9U-OF81u69sztUFq1m-WTdbxblDZk,United Kingdom,DA7 6QP,Bexleyheath,England,Greater London,,DA7 6QP,0,,,,,,,,,,,,,
236,ChIJD8DAuVwbdkgR5Nd4ae4iVWI,National Autistic Society,"not open to the public, Weston House, London EC2A 3NH, UK",51.5233133,-0.0802195,,https://www.autism.org.uk/,+44 20 7833 2299,3.6,35,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=7085607996104431588,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJD8DAuVwbdkgR5Nd4ae4iVWI,9C3XGWF9+8W,"GWF9+8W London, UK",,AciIO2d91LYXrf298YP_a9Tj5PPDI_TGOz342LFhrFJ6fxOSYza3ivDyKgIat7SlvQkV9YHZtH5oTHEPpUYLEE1RS5-4RkWmKeEIJWM6PJS3yvVjJyo35Ea-SGh1y2CyLOM453qFL7FKS8zKEaKUHBZRKKpbUpq4utlOeeL25dXOZxVscIaMyf0aT3bEBiAaqtSC9Wp6inxTGTx943ZKEu4CAxMGQKvJq572uc5qTPoONYTbRdwfqK_kutAzgbervuqayEAMbetUyZ-yW147dZXu_hoQWi6bghWXq9OrIZsIE-gicg,United Kingdom,EC2A 3NH,London,England,Greater London,,EC2A 3NH,0,,,,,,,,,,,,,
237,EhdMYW1iZXRoIEJyZywgTG9uZG9uLCBVSyIuKiwKFAoSCcefzfnBBHZIEcBdK4xzrcyMEhQKEgkdLNYivwR2SBFyYU2_jojH3Q,Lambeth Bridge,"Lambeth Brg, London, UK",51.4945344,-0.1228268,,,,,,route,,,"https://maps.google.com/?q=Lambeth+Brg,+London,+UK&ftid=0x487604c1f9cd9fc7:0x8cccad738c2b5dc0",https://www.google.com/maps/dir/?api=1&destination_place_id=EhdMYW1iZXRoIEJyZywgTG9uZG9uLCBVSyIuKiwKFAoSCcefzfnBBHZIEcBdK4xzrcyMEhQKEgkdLNYivwR2SBFyYU2_jojH3Q,,,,AciIO2cPCJzLI-ANkMQul8P33MIj71euyJDaT1OqwzMQWm28UWfP5Sr1jabvchtbDea0rCUVbO8Ct5pAIlLDGekRMVgmmtcCzW36qeEYTkrR2AzZzX9ttNBXFt5Qs-UtskDF4qws0mamMP51GmHtcOcSuoowxjXJZ2sUI-FBEkNwkNBOdKh_EZCNhhfA051NQuzt4zFbXRAVlqtelPhmGbNmchHFbpE3W54vTyk60emTT_XA3HDEhhtX9BcZ2S9_LWIVTEykjfAdN9e2uGoLtRKDLq2kRpMherKreeJoa7wMe9Nxco1AjFeS3f_P4min6gnXreheJTamOZDmFX6Xe4IQ-9kOR0uQkmhR5oGeqGaZVG4Eu_0LqdGOhBFJpiHVHXsb_VqJOnE72EE-XT9Yh0nKKSAt2tLzjuDvpY_tfCQN25RKgFaWlozC871Dh30KlfgTEr9m8gihEpKoiqqd0PKEsRZZB9dr0ywv06HxIvAZR-T8ek8wXHzoRDb77u8SlGPhBTylRFxibTty,United Kingdom,,London,England,Greater London,,,0,,,,,,,,,,,,,
238,ChIJZ-E5INIDdkgRl4ihQkSNHeE,Lewisham Autism Support,"Lewisham Carers Centre, Waldram Pl, London SE23 2LB, UK",51.4399692,-0.0520528,,,+44 20 8699 3066,1,1,"establishment,point_of_interest",CLOSED_TEMPORARILY,,https://maps.google.com/?cid=16221276757173569687,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJZ-E5INIDdkgRl4ihQkSNHeE,9C3XCWQX+X5,"CWQX+X5 London, UK",,,United Kingdom,SE23 2LB,London,England,Greater London,SE23 2LB,SE23 2LB,1,,,,,,,,,,,,,
239,ChIJ4xMfWYUIdkgRi0pv18s41WQ,Merton Safeguarding Adults Board,"Centre London Borough of Merton, Civic, London Rd, Morden SM4 5DX, UK",51.39840359999999,-0.1987935,,http://mertonsab.org.uk/,+44 20 8545 4388,,,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=7265776021976074891,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJ4xMfWYUIdkgRi0pv18s41WQ,9C3X9RX2+9F,"9RX2+9F Morden, UK",,,United Kingdom,SM4 5DX,Morden,England,Greater London,,SM4 5DX,0,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,,,,,,,,,E13 8AL,,0,,,,,,,,,,,,,
241,ChIJDwDB2UMMdkgRssMXvBUT5xg,Richmond Mencap,"342 Richmond Rd, East Twickenham, Twickenham TW1 2DU, UK",51.4548735,-0.3115993,,http://www.richmondmencap.org.uk/,+44 20 8744 1923,4,1,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=1794423960601346994,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJDwDB2UMMdkgRssMXvBUT5xg,9C3XFM3Q+W9,"FM3Q+W9 Twickenham, UK",,,United Kingdom,TW1 2DU,Twickenham,England,Greater London,,TW1 2DU,0,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
243,ChIJb54ud7fRdUgRYT76Yj8-32Q,"The National Autistic Society Centre, Surrey (Birch House)","Business Centre, Unit 6 Woolsack Way, Godalming GU7 1XW, UK",51.18569489999999,-0.6050133,,https://www.autism.org.uk/services/community/centres.aspx,+44 1483 521743,4,1,"establishment,point_of_interest",OPERATIONAL,,https://maps.google.com/?cid=7268596765563698785,https://www.google.com/maps/dir/?api=1&destination_place_id=ChIJb54ud7fRdUgRYT76Yj8-32Q,9C3X59PV+7X,"59PV+7X Godalming, UK",,,United Kingdom,GU7 1XW,Godalming,England,Surrey,,GU7 1XW,0,,,,,,,,,,,,,
